id,date,massif,sommet,itineraire,description,orientation,caracteristique,origine_principale,origine_secondaire,type_ecoulement_principal,qualite_neige,risque_meteo_france,latitude,longitude,thumbnail,imagesNb,isPrivate,tags,updated,altitude_depart,altitude_arrivee
1618567415561,1618437600000,Mont Blanc,Glacier de Taconnaz,,b'Belle avalanche avec un gros aerosol dans le couloir classique de Taconnaz qui se stoppe dans le paravalanche.\r\nProbable chute de serac sous le sommet du dome du Gouter \r\nhttps://www.facebook.com/alexandre.thomas.10/videos/d41d8cd9/10224662512739804/',N,b'',Fall of serac,,,,2 - LIMITE,45.847072688967074,6.842794266692197,/attached-files/thumbnails/1618567368647-119100.jpg,3,False,,1618568870000,4000,1200
1618516811846,1618437600000,Briançonnais,Col de Chaude Maison,Turge de la suffie ,"b'Groupe de 4 skieurs a la descente, le premier a declenche la plaque, reste en surface grace a son air bag, sur 300 m environ\r\nDe visu 50 cm a la cassure \r\nPas de victime, les 4 redescendus a ski'",N,b'',"Ski touring, downhill",,,Soft dry,2 - LIMITE,44.841621800263745,6.77861558698103,/attached-files/thumbnails/1618516703453-IMG20210415WA0000.jpg,1,False,,1618517454000,2900,2500
1618844142672,1618437600000,Champsaur,Mourre Froid,Face Nord du Mourre Froid,"b'Avalanche de plaque poudreuse recente, declenchee spontanement samedi matin suite au chutes de vendredi. Peu epaisse mais grande amplitude en denivele. Nombreuses petites coulees de fraiche dans les pentes raides du secteur.\r\nAvalanche observee le 15/04, peut-etre partie avant?'",N,b'',Wind,,,,Inconnu,44.64322151136481,6.397222569470955,/attached-files/thumbnails/1618844094188-2021041718MourreFroidetHomme036J2tracesMourreFroidetavalanche.JPG,1,False,,1619464048000,2700,0
1618500879991,1618437600000,Belledonne,Belle Etoile,Combe Nord de Belle Etoile - Vallonnements sous les Cabot,"b""Coulee declenchee par un skieur a la descente.\r\n+/- 20 cm sur 10 a 15 m de large.\r\nle skieur c'est fait embarquer sur quelques dizaines de metres avant de s'arreter.\r\nDe tres nombreuses coulees de ce type dans les valons de Belle Etoile et du Pra, pas toutes naturelles, generalement au dessus de 2000m et dans les secteurs Nord Est, Nord et Nord Ouest.""",NW,b'',"Ski touring, downhill",,,,2 - LIMITE,45.2466470312645,6.05408102273941,/attached-files/thumbnails/1618500457180-IMG20210415171049.jpg,1,False,,1618503671000,2150,2020
1618854651922,1618351200000,LA GRAVE,Pic des trois évêchés,Couloir NW,"b""Plaque de neige fraiche (ramenee par le vent) qui se decroche du sommet et devale le couloir. Nous etions 4, divises en 2 groupes espaces de 100 metres de denivele. Le premier groupe a vu le declenchement et a reussi a se decaler de l'axe de la coulee. Le deuxieme groupe plus bas n'a pas vu l'avalanche et s'est fait prendre. Un des deux skieurs a ete pris sur 200 metres environ avant de reussir a se degager de la coulee et n'a pas ete enseveli. L'autre skieur a ete pris sur une dizaine de metres avant de reussir a se degager. Personne n'a ete blesse physiquement. Le couloir avait deja purge, le centre du couloir etait sain et les contres pentes etaient chargees par endroit. Les temperatures etaient froides tout du long de la journee.""",NW,b'Wind slab',Wind,,,Soft dry,Inconnu,45.072587151032096,6.35885238647461,,0,False,"à distance, ",1618855440000,3100,2500
1618413198559,1618351200000,Ubaye,le mourre haut,Descente depuis le sommet du Mourre-Haut,"b""Declenchee par un groupe de plusieurs skieurs, au passage du 3 eme. Nous etions passes quasi au meme endroit 50 m a l'est , dans un couloir adjacent,  un quart d'heure plus tot  mais elle n'est pas partie. \r\ncassure 30 cm . Largeur au depart : 30 m.\r\nLargeur mediane : 80 m\r\nLargeur finale : 40 m\r\nLongueur : 400 m estimee""",NW,b'',"Ski touring, downhill",,,,2 - LIMITE,44.34937099971652,6.80454969406128,/attached-files/thumbnails/1618412763556-20210414110023.jpg,3,False,,1618515642000,2700,2615
1618419254294,1618264800000,Belledonne,Lac des domenons,Verrou des domenons en direction de la croix de belledonne ,"b""Depart sur 100m de large de plaques (a vent tres probablement) suite a l'accumulation et aux rafales des derniers jours.\r\nCassure haute de 20 a 50cm d'epaisseur. \r\nDepart en haut du verrou de l'acces aux domenons, s'etalant sur toute la largeur.\r\nCause tres probablement par la montee de deux randonneurs croises dans leur redecsente anticipee, en route pour la grande lance de domene.\r\nNous avons fait demi tour nous aussi refroidis par les conditions...""",W,b'Wind slab',"Ski touring, uphill",,,,3 - MARQUE,45.16524390813712,5.954156091470907,/attached-files/thumbnails/1618419212748-IMG20210413120221.jpg,2,False,,1618420089000,2400,0
1618573574515,1618264800000,Belledonne,Pic de la Grande Valloire,couloir Ouest de la Grande Valloire (?),"b""Plaque de neige recente rapportee par le vent/les spindrifts posees sur une vieille couche de neige dure/glace.\r\nCassure de 20 a 90cm d'epais sur une quinzaine de metres de large, depot d'une soixantaine de metre de large sur environ 1m d'epais 150m en contrebas.""",W,b'Wind slab',"Ski touring, uphill",,,,3 - MARQUE,45.28313014583779,6.127450000494719,/attached-files/thumbnails/1618573352413-WhatsAppImage20210413at125533.jpeg,3,False,,1618574020000,2550,2378
1618331532430,1618264800000,Bornes,Mont Lachat,"Piste ""Noire du Lachat""","b""Declenchement lors de mon passage, en coupant dans sa largeur l'accumulation faite par le vent.\r\nCassure du 4/5m de large, 30/40cm d'epaisseur au plus haut, 10cm sur les bords. Fond dur.\r\nA fini sa course 200m plus bas, sur 20m de large.\r\nPersonne n'a ete enseveli ou bouscule par la coulee.""",NW,b'Wind slab',Snowboarder,,,,Inconnu,45.96060147884765,6.474341499535737,/attached-files/thumbnails/1618330647901-1728637301673461419127381137489031405783416n.jpg,3,False,,1618341061000,1960,1760
1618337381550,1618264800000,Aravis,Pointe Percée,Refuge Gramusset,"b""Groupe de 2 personnes (plus moi en aval), montee en direction du refuge Gramusset, passage autour de 35 sur 25-30m de denivele avec accumulation de neige fraiche transportee par le vent.\r\nLa premiere personne traverse mais entends le 'whoumf' puis s'arrete en securite, la deuxieme traverse puis la plaque se rompt 10m au dessus, au niveau de la rupture de pente. il se fait bousculer mais reste en surface, perd un ski et ses batons, la coulee en declenche une autre qui coule sur 30m. Cassures entre 20 et 40cm, plaques d'environ 25m de largeur.\r\nLe ski retrouve mais seulement un baton, tout le monde indemne et decide de faire demi-tour.""",NW,b'Wind slab',"Ski touring, uphill",,,,2 - LIMITE,45.95543124740959,6.534429788589478,/attached-files/thumbnails/1618337330878-IMG20210413114210.jpg,2,False,,1618341215000,1860,1790
1619082478043,1618264800000,Vercors,Pas de l'Oeille,Itinéraire classique de montée par le couloir des Sultanes,"b""Faible chute de neige la veille (15cm selon la balise situee a cote du couloir) avec vent du nord sensible.\r\nVent du nord present le jour de l'avalanche.\r\nPlaque tendre de surface (enfoncement du doigt facile) de 5 a 10cm d'epais, sur couche sans cohesion de 10 a 15cm, sur neige de neve tres dure.\r\n\r\nA la montee, les skis passaient a travers la plaque, mais pas de propagation de fissure.\r\nDans la partie la plus raide (environ 40), au niveau d'une etroiture de 5m de large, la plaque s'est fissuree sur toute la largeur lors d'un appui marque sur le ski aval pour faire la conversion.\r\nL'ensemble de la pente (nouvelle neige) s'est alors derobe et la neige s'est accumulee dans la clairiere situee dans l'axe du couloir.\r\nLa neige a devale sur environ 250 metres de distance au maximum pour environ 150m de D+""",E,b'',"Ski touring, uphill",,,,3 - MARQUE,45.01511996395036,5.586522102094023,/attached-files/thumbnails/1619082478043-1620027600565-1304.JPG,3,False,,1620027766000,1750,1600
1618328549597,1618264800000,Belledonne,Dent du Pra,Dent du Pra Couloir Nord sortie de gauche,"b""Plaque de 15/20 m de long epaisseur 15 cm declenchee lors de mon passage a la descente.\r\nla plaque est partie sous le petit colu main droite (en montant) du couloir nord classique de la Dent \r\nElle est descendue jusqu'au premier replat sous la Dent.\r\nDeclenchement lors du second virage. Je m'en suis echappe en tirant rive gauche de la combe.\r\nProbablement de la neige rapportee par le vent de Nord depuis le matin.\r\nSeul l'epaisseur rapportee est partie, donc faible volume. \r\nIl y avait deja 5/6 passages dans la couloir nord classique, rien pour le colu.""",W,b'',"Ski touring, downhill",,,,3 - MARQUE,45.239108642256426,6.0412648413330325,/attached-files/thumbnails/1618328549597-1618349582150-C81C73FAD43B4828AE209840B967389B.jpeg,1,False,,1618349642000,2600,2350
1618380278972,1618178400000,,Costa Rouenda,"Face nord cote ronde, couloir le plus a l'Est","b""Passes a cote le 13 a 10h30\r\nDepart probable le lundi 12\r\nEn fait 2 avalanches de taille 2 parties sur les 2 facettes Nord de l'epaule 2517.\r\nD'autres coulees plus petites en face Est de cote ronde.\r\nLe 13, la neige etait en poudreuse en foret au Nord donc sous 2000. Au dessus, en tous versants c'etait au mieux une meringue cassante sur 10cm, quasi inskiable, avec un cm de meuble en surface, voire transfo dure recente plein sud au col de l'ane  On en conclut que malgre le froid, ca a chauffe dur lundi malgre la nebulosite.\r\nDur de dire si les 2 avalanches principales sont parties pendant les chutes principales, ou pendant l'ensoleillement. \r\nPas tout compris...mais 2 belles coulees spontanees qui s'arretent en pied de pente raide.""",N,b'',,,,,Inconnu,44.45824513075282,6.542782246846311,,0,False,,1618380278000,2500,2150
1617818931025,1617746400000,Val Thorens,Mont de la chambre,Col de la chambre,"b""Plaque a vent formee immediatement derriere la crete suite a la chute de neige d'hier/cette nuit, 40 cm epaisseur au creux du vallon. 10m de large sur 100 m de long.\r\nTemperature -10. Pente 30""",SE,b'',"Ski touring, downhill",,,,Inconnu,45.3118827097494,6.581948542791502,/attached-files/thumbnails/1617818739024-IMG3055.JPG,1,False,,1617818931000,2840,2780
1617643301557,1617573600000,Belledonne,Croix de Chamrousse,Col de la Botte,b'Sous les Rocher de la Via Ferrata',E,b'',Unknown,,,,1 - FAIBLE,45.124151613057656,5.908158154344436,/attached-files/thumbnails/1617643170535-20210405AchardLaBotteLaCroix09.JPG,1,False,,1617645732000,2200,2100
1617696375770,1617573600000,Beaufortain,Mont Rosset,Forand vers refuge de la Balme,"b""purge au dessus des roches de la face Est du Mont Rosset. Descendu en gros blocs et coule neige/terre jusqu'au bas de la face avec des blocs sur l'itineraire de ski de rando dans le Forand. \r\n\r\nApres cela, 2 autres purges de blocs moins importante sur la meme face. Prudence, il vaut mieux prendre l'itineraire a droite du ruisseau (sens montee) pour aller vers le refuge de la Balme etc...""",E,b'',Unknown,,,,Inconnu,45.61978862080243,6.670605923334839,/attached-files/thumbnails/1617696328398-1617696071181.jpg,1,False,,1617696375000,2000,1700
1617554382779,1617487200000,Haute Maurienne,La Norma,Belle Plinier,b'Depart en plaque',N,b'',Alpinist,,,,2 - LIMITE,45.16906840917324,6.7151294965826445,/attached-files/thumbnails/1617554178144-inbound5473346639647904745.jpg,1,False,,1617554969000,2650,0
1617536972455,1617400800000,galibier,Grand Galibier,,"b""Nous avons declenche la plaque a distance au-dessus de nous, en etant espace d'a peu pres 10/15m, sans se douter que ca pourrait partir a cet endroit.\r\nOn a file dans la pente par reflexe (avec les peaux), et il y avait un replat juste en-dessous, nous permettant d'etre a l'abri en 5 secondes, sans avoir ete bouscule, sans que de gros volumes soient mobilises.""",NE,b'',"Ski touring, uphill",,,,Inconnu,45.07594665112315,6.449969805068174,/attached-files/thumbnails/1617536618049-20210403134338.jpg,2,False,"à distance, ",1617537314000,2270,2250
1617695428304,1617400800000,Haute Tarentaise,Pointe de l'Argentière,"la l'axe ""Les Balmes"" - pour rejoindre l'itinéraire de la ponte d'Archeboc","b'neige tres lourde et transformee, Il faisait vraiment tres chaud, au passage en splitboard a la montee, entant un ""wouf"" mais sans declenchement lors de ma conversion, puis 1m   plus tard, la plaque est parti. environ 5m de large, sur env 7m de long.\r\nLa coulee a fait apparaitre la neige ""orange"" avec le depot de sable.\r\n\r\npas pu prendre de photo, j\'etais seul et je n\'ai pas voulu trainer dans le coin. J\'ai modifie mon projet de course etant seul pour eviter d\'autre ennuie pour la pointe du Grand Soliet. \r\n\r\nfaces sud tres/trop transformees tot, avant 10h, les pentes au soleil etait deja en soupe'",S,b'',"Ski touring, uphill",,,,Inconnu,45.56809141760805,6.951170934768554,,0,False,,1617695428000,2450,2440
1617383880974,1617314400000,Aravis,Col des Aravis,Combe à Marion,b'Plaque de fond partie en fin de matinee sur un contre haut de la combe oriente Est\r\n\r\nEpaisseur ~80cm\r\nLargeur ~ 20m  Longueur ~ 50m\r\nCoulee sur ~ 200m',E,b'',Warming,,,Damp,1 - FAIBLE,45.865776360700536,6.45530915889101,/attached-files/thumbnails/1617383487561-20210402133316.jpg,3,False,,1617387089000,1800,1600
1617438751270,1617314400000,Beaufortain,,descente du sommet,"b""Suite a mes premiers virages dans la neige lourde, je fais partir quelques boules et je vois l'une d'entre elle former un magnifique escargot de pres de 1m50 qui finit par se coucher. Dans sa chute et continuant quelque peu a glisser, il entraine la couche superficielle sur quelques centimetres qui s'elargit peu a peu. L'energie generee par la rupture de pente forme une belle coulee avec un front forme de boules. La coulee s'arrete a pres de 250m de son point de depart.\r\n Une seconde coulee moindre que la precedente longe son flan droit a vitesse reduite.""",E,b'',"Ski touring, downhill",Warming,,Damp,2 - LIMITE,45.6869782135104,6.513776820427368,/attached-files/thumbnails/1617438444580-P1120601.JPG,3,False,,1617440413000,2250,0
1617397798509,1617314400000,Mont Blanc,Mont Joly,Mont geroux,"b'Au passage du 2e skieur, de grosses boulettes se sont formees et ont engendrees l avalanche.\r\n\r\nAvalanche type printemps tres lente.'",W,b'',"Ski touring, downhill",,,Damp,2 - LIMITE,45.834576470442336,6.687797276549143,/attached-files/thumbnails/1617397668105-IMG20210402WA0001.jpg,10,False,,1617398101000,2130,1930
1617740227021,1617314400000,Alpes du Sud ,,La Coupa (sommet),"b""Observation : 03/04/2021 en matinee\r\nD'apres un autre temoin : elle n'avait pas encore eu lieu le 02/04 matin\r\nDeclenchement probable le 02/04 apres-midi a partir d'une zone rocheuse exposee au soleil des la matinee. Neige lourde. \r\nPeriode en Risque 2.""",E,b'',Warming,,,,Inconnu,44.630166915139284,6.298708944663108,/attached-files/thumbnails/1617739978525-IMG20210403105037.jpg,5,False,,1617740566000,2450,2200
1617394953696,1617314400000,Lauzière,Le Cheval Noir,Mont du Fût,"b'Avalanche survenue ces dernier jours, depart dans du raide oriente Est.\r\nDes coulees de neige lourde a depart ponctuel a partir  des rochers ont probablement engendre un depart en plaque, comme le suggere une cassure .\r\nLa neige est restee froide a l aval des departs ponctuels.'",E,b'',Warming,,,,Inconnu,45.38011987273829,6.4055646448784485,/attached-files/thumbnails/1617394832627-39CB1C6532144C23BF72174F8C6F64E1.jpeg,3,False,,1617395666000,2625,2400
1617308551224,1617228000000,Vanoise,Tougnète,Paravalanches,"b""Plaque de neige lourde (de 15-20cm d'epaisseur et 3-4m de large) ayant glissee sur la couche de sable, provoquee au passage d'un skieur en montee, dans une pente raide, en milieu d'apres-midi.""",NE,b'',"Ski touring, uphill",,,,Inconnu,45.36795629873839,6.56343737104881,/attached-files/thumbnails/1617307504084-IMG4474.JPG,2,False,,1617308551000,2156,2080
1617390045258,1617228000000,Beaufortain,,Col de la Forclaz,b'Plaque declenchee probablement par un skieur',E,b'',"Ski touring, downhill",,,,2 - LIMITE,45.635395288231685,6.5493964044531205,/attached-files/thumbnails/1617389839640-20210401141202.jpg,2,False,"à distance, ",1617395255000,2500,2400
1617290087501,1617228000000,Aravis,Mont Charvin,Col de Tulle/dome de Pouilly,b'Declenchement de neige lourde suite a passage de chamois.',NW,b'',Others,,,,1 - FAIBLE,45.80992687436966,6.409653425216676,/attached-files/thumbnails/1617290060714-IMG20210401112031382.jpg,3,False,,1617290429000,1950,1749
1617644999512,1617228000000,Haute Tarentaise,Tignes,Grande Paréi,b'Vastes plaques spontanees. Date incertaine mais probable a 1 ou 2 jours pres. Observation le 5 avril 2021.',SE,b'',Warming,,,Damp,Inconnu,45.507565,6.885638,/attached-files/thumbnails/1617644999512-1617645238437-IMG6896.JPG,7,False,,1617645415000,2900,2600
1617283785175,1617228000000,Vanoise,Mont Jovet,Col du Lac,"b""Avalanche depart spontane sur les pentes orientees Est entre la Tete du Jarset et le Mont Jovet, proche Col du Lac. \r\nUn depart qui s'est produit avant notre passage vers 11h20 !""",E,b'',Warming,,,,1 - FAIBLE,45.50034354891285,6.644478427514408,/attached-files/thumbnails/1617283658580-IMG20210401112113276.jpg,1,False,,1617285302000,2300,2200
1617302030305,1617228000000,Grandes Rousses,Aiguille de l'Epaisseur,,"b'Coulee de neige lourde emportant la couche reposant sur celle de sable. Difficile a dire si elle date de ce matin. A mon arrivee dans la combe du Puy vers 11h, j ai apercu 2 skieurs a proximite mais nous etions trop eloignes pour echanger.'",E,b'',,,,,2 - LIMITE,45.13408757523135,6.36102941370206,/attached-files/thumbnails/1617301935747-20210401122558.jpg,3,False,,1617302866000,3000,2800
1617308928507,1617228000000,Vanoise,Col de la Vallée Etroite,Col de la vallée étroite,"b""Avalanche partie suite au regroupement de 3 skieurs sur la partie haute (au niveau de la trace). Prise de distances pour traverser la zone a risque (plusieurs coulees recentes datant probablement des quelques jours precedents, dont une visible a gauche de la photo), mais les premiers se sont rapproches progressivement sur la fin. Les 3 skieurs ont pu s'echapper de la coulee lors de son depart. Pas beaucoup de hauteur de pente a descendre pour la coulee avant de s'arreter au fond du vallon. \r\nRechauffement important (7 annonces a cette altitude a 14h)""",NE,b'',"Ski touring, downhill",,,,2 - LIMITE,45.275299165127805,6.530665324479884,/attached-files/thumbnails/1617308348211-20210401141232.jpg,1,False,,1617378545000,2300,0
1617189980695,1617141600000,Ecrins,,Montée au dôme,"b""Le gardien du refuge des Ecrins nous a signale une  avalanche qui a balaye la trace de montee au dome des ecrins. Celle-ci est due a une chute de seracs de la barre superieure de seracs se situant au milieu en haut de la face au dessus de la trace de montee. Un enorme bloc de glace est toujours en suspens et menace de tomber sur la trace de montee. L'avalanche a quant a elle re-ouvert des crevasses longitudinales. (voir photo)""",N,b'',Fall of serac,,,,2 - LIMITE,44.92530259814636,6.359686149381645,/attached-files/thumbnails/1617189627914-avalanchebarredescrins.JPG,4,False,,1624117126000,0,0
1617209090846,1617141600000,Arves,Col des Marches,Valmenier --> col des marches,"b""Avalanche declenchee au passage d'un skieur en traversee. Plaque d'environ 30m de large - 20cm d'epaisseur sur fond de glissement sableux.\r\nPas de soucis pour le skieur qui a juste chute sur quelques metres""",S,b'',"Ski touring, downhill",,,,Inconnu,45.16017762034717,6.532734632492066,/attached-files/thumbnails/1617209010472-510861751316bc886ca77c.jpg,1,False,,1617209090000,2479,2450
1617187579697,1617141600000,Vanoise,Pointe de Vallonbrun,,"b'Vaste avalanche spontanee partie devant nos yeux \r\nUne purge ponctuelle semble a l\'origine du declenchement d\'une vaste plaque (neige de surface), laquelle a mobilise ensuite l\'ensemble du manteau neigeux :  ecoulement important avec melange de neige et de pierres.\r\nCeci est coherent avec les observations que nous venions de faire sur une avalanche voisine (exposition legerement differente) : manteau neigeux constitue d\'un empilement suspect de couches fragiles et de couches plus dures, toutes humides... d\'ou notre decision de descendre sans delai ;-)\r\n\r\nVoir la video du test nivologique realise a proximite, environ 30 mn auparavant :\r\n<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7Q83WL6pnps"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""true""></iframe>'",S,b'',Warming,,,Damp,3 - MARQUE,45.32744642778713,6.940903085176584,/attached-files/thumbnails/1617187579697-1617187869551-12C73345224D4F0CBD5F5B1E60AA653A.jpeg,5,False,,1617204502000,3100,0
1617291017858,1617141600000,Bornes,Pointe Blanche,Descente par la Combe Est de Pointe Blanche,"b""Plaque, observee le 01/04, peut etre declenchee par la chute d'une corniche la veille (traces en amont de la plaque). depart sur la neige salie par le sable .""",SE,b'',Warming,,,,Inconnu,45.998198526870425,6.464963253407739,/attached-files/thumbnails/1617290520241-20210401142844.jpg,5,False,,1617291676000,2150,1699
1617271878851,1617141600000,Beaufortain,,Passage de la Charmette,"b'cassure de 70 cm sur dalle, plaque'",T,b'',Warming,,,,2 - LIMITE,45.66140203743732,6.5924298763275155,/attached-files/thumbnails/1617271812135-IMG3454.JPG,2,False,,1617274942000,1950,1800
1617177881981,1617055200000,Vanoise,Pointe de Vallonbrun,Couloir sud est,"b'Vaste plaque partie spontanement, probablement dans la journee du 30 mars. \r\nRupture dans une couche fragile au dessus de couche de neige colore par le sable. Large propagation.'",SE,b'',,,,Damp,2 - LIMITE,45.32611285931211,6.937988660459663,/attached-files/thumbnails/1617177881981-1617178277494-02AA67B4F01F4CE196F4726E23F58E9B.jpeg,10,False,,1617205845000,3100,2700
1617529937578,1617055200000,Haute Maurienne,Albaron (glacier du Vallonnet),Ouille du Midi / Col du Greffier,"b""Grosse chute du serac du Vallonnet Superieur, emportant une grande quantite de glace et de neige. L'ecoulement a coupe la trace de montee de l'Ouille du Midi, quelques gros blocs sont descendus au pied de la langue de glace du Vallonnet Inferieur. L'aerosol semble avoir ete lui aussi tres puissant, beaucoup de billes de glace sur la neige non impactee par le depot.""",N,b'',Fall of serac,,,,2 - LIMITE,45.347295526870276,7.089735030604062,/attached-files/thumbnails/1617529808214-IMG8232.JPG,11,False,,1617533551000,3150,2500
1617176590029,1617055200000,Arves,,,b'Grande plaque partie sous un skieur sur 30-40cm',E,b'',,,,,Inconnu,45.20011048424888,6.189428872207566,/attached-files/thumbnails/1617176519824-received217964183417737.jpeg,1,False,,1617176871000,0,0
1617131978965,1617055200000,Vercors,Le Grand Veymont,Sous le pas de la ville,"b'Coulees de neige lourde declenchees lors de la descente depuis le sommet de pierre blanche dans le petit couloir en rejoignant les combes menant a ""Sous le pas de la ville"" au nord de ce meme pas de la ville.\r\nIl etait 13h30 et le soleil connait. C\'est descendu lentement sous le ski aval , petites quantites au depart s\'accumulant sur la fin.\r\nR.a.s dans la combe du pas de la ville et dans l\'agnellerie.'",E,b'',"Ski touring, downhill",Warming,,Damp,2 - LIMITE,44.88241713269742,5.524367380888969,/attached-files/thumbnails/1617131814821-20210330134449.jpg,1,False,,1617133730000,1850,0
1617181070834,1617055200000,Vanoise,Pyramide de Vallonbrun,,"b'Vaste avalanche partie spontanement.\r\nRuptures sur plusieurs niveaux. Il est possible qu\'une purge dans les pentes tres raides ait declenche la plaque un peu plus bas. \r\nDate incertaine mais probablement le 30 ou 29 mars. \r\n\r\nVoir la video du test nivologique realise a proximite (emplacement visible sur photo 11 ; trop de risque de chutes de pierres pour le realiser au niveau de la rupture proprement dite) :\r\n<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7Q83WL6pnps"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""true""></iframe>'",SW,b'',Warming,,,Damp,2 - LIMITE,45.32795473789294,6.94631871469358,/attached-files/thumbnails/1617181070834-1617181304297-70B655FB1FB34F0683A61E4A60D3AF2E.jpeg,11,False,,1617204401000,3200,2700
1617029585498,1616968800000,Beaufortain,,Traversée du col de Bresson vers refuge,"b""Avalanche avec declenchement spontane en milieu d'apres-midi (15h30) temperatures tres chaudes.\r\n~30-40cm d'epaisseur sur quasi 100m de large /200 de long. \r\nAu dessus de la coulee declanchee hier (28/03) par un groupe. \r\nEn plein sur la trace de traverse. Personne ne passait.""",SE,b'',Warming,,,,2 - LIMITE,45.64628051421924,6.658548283563723,/attached-files/thumbnails/1617029502530-16170294873856764781821669879821.jpg,3,False,,1617030084000,2550,2300
1617114380969,1616968800000,Mont Blanc,Col du Passon,Col de Passon,"b'Vaste systeme de plaque en orientation Sud Ouest, \r\nDepart spontanee probablement du au rechauffement du manteau entre le 29 mars et le 30 mars\r\nAltitude entre 2500 et 2700m\r\nRupture couche fragile (face planes) en amont de la croute de regel/Sable'",SW,b'',Warming,,,,2 - LIMITE,45.97471193523098,6.981494282555138,/attached-files/thumbnails/1617114231792-IMG202103300956511.jpg,4,False,,1617118194000,0,0
1617047002306,1616968800000,Beaufortain,Quermoz,Descente du Quermoz par la montagne de Faverge vers les chalets de la Faverge - côté Hautecour,"b""A 15:00 ce lundi 29 mars, nous avons observe quatre departs spontanes et simultanes de coulees. Tres nettement, la couche fragile au dessus du sable depose cet hiver.\r\nLa pente ne semblait pas tres marquee. Les coulees ne sont pas de grosses densites mais heureusement qu'aucun skieur ou raquettiste, nombreux sur le secteur,  ne s'est fait bousculer.""",SE,b'',Warming,,,,2 - LIMITE,45.535095876647574,6.547322718219273,/attached-files/thumbnails/1617046520446-AvalancheQuermoz.jpg,4,False,,1617078889000,1900,1850
1616954784346,1616886000000,Beaufortain,Tête de la Cicle,Col de la Cicle,"b'Declenchement par trois skieurs montant vers la tete de la Cicle par les pentes sud-est.\r\n\r\nCoulee atteignant le col (ou etaient 10 personnes, pas de degats, materiel tout juste hors zone).\r\nCoulee dans la pente nord ou personne ne montait ni descendait a ce moment la.\r\nCoulee dans les pentes sud ou deux skieurs arrivait vers le col. Tout juste hors zone.'",T,b'',"Ski touring, uphill",,,,2 - LIMITE,45.75401686319944,6.687838763661331,/attached-files/thumbnails/1616954342802-IMG20210328193632.jpg,5,False,,1616955042000,2480,2130
1616960954484,1616886000000,Valbonnais,,,"b'Declenchement par 1 skieur juste avant de rejoindre la crete sommitale (parvient a rester en surface). 3 skieurs en contre-bas ont juste le temps de s\'echapper sur la crete. Toute la pente est partie, sur toute la largeur sous le sommet, ainsi que des departs en contre-pentes plus bas.\r\nAvant le declenchement, neige ""revenue"" en surface mais rapidement ferme sous les skis, pas de signe avant-coureur, puis ""bang"" au declenchement.\r\nL\'avalanche disparait de notre vision vers 2400m mais est descendue certainement tres bas.'",SE,b'',"Ski touring, uphill",,,,2 - LIMITE,44.84274023044374,6.111046314108536,/attached-files/thumbnails/1616960408625-IMG1194.JPG,2,False,,1617379063000,2700,2400
1617048459131,1616886000000,Vanoise,yvoses,les Yvoses depuis le Bettaix,"b""Pente percue comme faible, mais non mesuree. \r\nSurprenant vu la faible pente.\r\nLa petite plaque de 30-40cm d'epaisseur  est partie a mon passage a 12h30 alors que la neige semblait n'avoir degele qu'en surface.\r\nLa plaque a glisse lentement sur le couche de neige sablee.""",E,b'',"Ski touring, downhill",,,,2 - LIMITE,45.33533082956529,6.514495100598827,/attached-files/thumbnails/1617048238037-20210328123605.jpg,2,False,,1617080921000,2000,1980
1616956549831,1616886000000,Beaufortain,,"Plovezan , VN depuis les pars","b'Declenchement de plaques a distance dans les contrepentes (gros woof) sous les cretes orientees Sud-Est puis Sud-Ouest par le 4eme et dernier skieur. plaques declenchant coulees de neige humide importantes, a gauche large de presque 100m a sa base, a droite 50m environ. coulee de vitesse moderee, volume importants. les deux coulees ne se sont pas rejoint.'",S,b'',"Ski touring, downhill",,,,2 - LIMITE,45.63010153523359,6.689099812700482,/attached-files/thumbnails/1616956519476-DSC03870.JPG,1,False,"à distance, ",1616956839000,2630,2400
1617023019395,1616886000000,Beaufortain,Tête de la Cicle,Col de la cicle,,NE,b'',Unknown,,,,2 - LIMITE,45.753640986463076,6.689291181288778,,0,True,,1617093345000,2300,2000
1616940520465,1616799600000,Aiguilles Rouges,Breche de Berard,150m sous la brêche de Bérard,"b""Declenchement par le 3eme skieur a la descente qui est alle un peu plus sur le cote ouest des autres traces. Pente a 30 degres ou nous avons skie, mais rupture de depart dans des pentes a 40 degres sous une bosse.10 cm d'epais a la cassure, sur 100m de large. Skieur desequilibre et emporte sur 100 m de distance. Du fait du peu de neige mobilisee il a juste eu les skis enfouis et perdu un baton.\r\n\r\nIndice de risque du BERA : 2 evoluant a 3""",NW,b'',"Ski touring, downhill",,,,2 - LIMITE,45.994697464003224,6.856580933868522,/attached-files/thumbnails/1616940520465-1617378669654-IMG3538.jpg,2,False,,1617378779000,2450,2400
